text,label,category,source
"KuCoin: Pending withdrawal of 2,500 Bitcoin. Confirm or cancel at http://auth-kyc-desk.online/update",1,Crypto & Investment Fraud,synthetic_scam
"Apple Security: Password reset requested. If this wasn't you, verify at http://auth-kyc-desk.online/update",1,Phishing & Account Security,synthetic_scam
"Hi Michael, I left the office keys on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
"Simple online job: Watch videos and earn $50,000 daily. Register here: https://billing-resolution-portal.site",1,Job & Task Scam,synthetic_scam
Congratulations! You won $500 in Tech Promo Draw. Claim your prize at http://bit.ly/claim-reward-now,1,Lottery & Prize Scam,synthetic_scam
"Simple online job: Watch videos and earn $1,200 daily. Register here: http://tinyurl.com/fast-payout-2026",1,Job & Task Scam,synthetic_scam
"Lucky Winner! Your phone won a free $1,000 Walmart Gift Card. Reply YES to claim or visit http://bit.ly/claim-reward-now",1,Lottery & Prize Scam,synthetic_scam
"You have unclaimed rewards of $2,500. Withdraw to your account at http://auth-kyc-desk.online/update",1,Lottery & Prize Scam,synthetic_scam
Urgent notice from Amazon support: Account will be closed in 12 hours. Tap http://secure-verify-account.xyz/login,1,Phishing & Account Security,synthetic_scam
Work from home job opportunity: Earn $50/hour liking YouTube videos and following TikTok accounts. Daily instant payout via PayPal/USDT. Tap http://t.me/easy_job_tasks,1,Job & Task Scam,curated_scam
"Dear customer, your PAN card is not linked to Chase. Update immediately: http://bit.ly/claim-reward-now",1,Banking / KYC Fraud,synthetic_scam
Your Citibank account #590690 is restricted. Update KYC at http://tracking-reschedule-post.top within 24h.,1,Banking / KYC Fraud,synthetic_scam
Security Notice: ICICI detected suspicious activity. Confirm your login at http://secure-verify-account.xyz/login,1,Banking / KYC Fraud,synthetic_scam
"You have unclaimed rewards of $2,500. Withdraw to your account at https://billing-resolution-portal.site",1,Lottery & Prize Scam,synthetic_scam
"Dear customer, your PAN card is not linked to ICICI. Update immediately: http://support-unlock-portal.net",1,Banking / KYC Fraud,synthetic_scam
Your verification code for Google is 403865. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Your Citibank account #758650 is restricted. Update KYC at http://tinyurl.com/fast-payout-2026 within 24h.,1,Banking / KYC Fraud,synthetic_scam
USPS: Your package delivery failed. Confirm address & pay $250 fee at http://secure-verify-account.xyz/login,1,Delivery & Package Scam,synthetic_scam
"Dear customer, your PAN card is not linked to Citibank. Update immediately: http://secure-verify-account.xyz/login",1,Banking / KYC Fraud,synthetic_scam
"Police Dept: Case filed against you for unpaid penalty of $1,200. Contact +1-917-555-0182.",1,Threat & Impersonation Scam,synthetic_scam
IRS Warning: Legal warrant #923915 issued for your arrest. Call +1-917-555-0182 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
Your order from Amazon has shipped! Estimated delivery: Monday. Track in app.,0,Legitimate Message,synthetic_ham
Your order from Nike has shipped! Estimated delivery: Monday. Track in app.,0,Legitimate Message,synthetic_ham
FedEx: Your package delivery failed. Confirm address & pay $250 fee at http://support-unlock-portal.net,1,Delivery & Package Scam,synthetic_scam
Thanks for dining with Panera Bread! Your receipt for $32.50 has been emailed.,0,Legitimate Message,synthetic_ham
Your ICICI account #311099 is restricted. Update KYC at http://support-unlock-portal.net within 24h.,1,Banking / KYC Fraud,synthetic_scam
"Hey Alex, are we still on for our study session at 6:15 PM?",0,Legitimate Message,synthetic_ham
Urgent: Barclays card blocked. Call +91-9876543210 or visit http://secure-verify-account.xyz/login with your CVV to unblock.,1,Banking / KYC Fraud,synthetic_scam
Hiring now: Part time remote assistant. Earn $1.5/day working from home. WhatsApp: +1-800-555-0144,1,Job & Task Scam,synthetic_scam
"Hi team, meeting notes from today's Q3 Marketing Plan sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
"Hi Jessica, I left the laptop charger on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
IRS Warning: Legal warrant #967630 issued for your arrest. Call +91-9876543210 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
"Hi Alex, I left the office keys on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Thanks for dining with Sweetgreen! Your receipt for $51.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Hiring now: Part time remote assistant. Earn $1,200/day working from home. WhatsApp: +1-917-555-0182",1,Job & Task Scam,synthetic_scam
You have unclaimed rewards of $250. Withdraw to your account at http://support-unlock-portal.net,1,Lottery & Prize Scam,synthetic_scam
"Hi team, meeting notes from today's Q3 Marketing Plan sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
"Dear customer, your PAN card is not linked to Wells Fargo. Update immediately: http://tracking-reschedule-post.top",1,Banking / KYC Fraud,synthetic_scam
"Hi team, meeting notes from today's Security Audit sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
"Dear customer, your PAN card is not linked to Bank of America. Update immediately: http://tracking-reschedule-post.top",1,Banking / KYC Fraud,synthetic_scam
"Hey Sarah, are we still on for our study session at 7:30 PM?",0,Legitimate Message,synthetic_ham
Urgent notice from Microsoft support: Account will be closed in 12 hours. Tap http://tracking-reschedule-post.top,1,Phishing & Account Security,synthetic_scam
Thanks for dining with Subway! Your receipt for $70.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Police Dept: Case filed against you for unpaid penalty of $1,200. Contact +91-9876543210.",1,Threat & Impersonation Scam,synthetic_scam
Your order from Target has shipped! Estimated delivery: Wednesday. Track in app.,0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Garcia on Thursday at 7:30 PM.,0,Legitimate Message,synthetic_ham
Amazon Alert: Login attempt from Moscow. Secure your account now at http://tracking-reschedule-post.top,1,Phishing & Account Security,synthetic_scam
Your Google subscription has expired. Update billing details at http://support-unlock-portal.net to keep access.,1,Phishing & Account Security,synthetic_scam
You have unclaimed rewards of $500. Withdraw to your account at http://tracking-reschedule-post.top,1,Lottery & Prize Scam,synthetic_scam
Your monthly electric bill of $124.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
"Hey, running about 10 minutes late due to traffic! See you shortly.",0,Legitimate Message,synthetic_ham
Your order from Target has shipped! Estimated delivery: tomorrow. Track in app.,0,Legitimate Message,synthetic_ham
Double your ETH deposit in 24 hours. Send 0.5 ETH to receive 1.0 ETH at http://secure-verify-account.xyz/login,1,Crypto & Investment Fraud,synthetic_scam
Your order from Sephora has shipped! Estimated delivery: Friday. Track in app.,0,Legitimate Message,synthetic_ham
Facebook Alert: Login attempt from São Paulo. Secure your account now at http://secure-verify-account.xyz/login,1,Phishing & Account Security,synthetic_scam
"Dear customer, your PAN card is not linked to Citibank. Update immediately: http://bit.ly/claim-reward-now",1,Banking / KYC Fraud,synthetic_scam
KuCoin: Pending withdrawal of 250 Solana. Confirm or cancel at http://tinyurl.com/fast-payout-2026,1,Crypto & Investment Fraud,synthetic_scam
"Hey, running about 10 minutes late due to traffic! See you shortly.",0,Legitimate Message,synthetic_ham
"Hi Daniel, I left the meeting notes on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Your order from Nike has shipped! Estimated delivery: Wednesday. Track in app.,0,Legitimate Message,synthetic_ham
Urgent: Chase card blocked. Call +1-800-555-0144 or visit http://support-unlock-portal.net with your CVV to unblock.,1,Banking / KYC Fraud,synthetic_scam
Simple online job: Watch videos and earn $1.5 daily. Register here: https://billing-resolution-portal.site,1,Job & Task Scam,synthetic_scam
Your monthly electric bill of $177.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
"Lucky Winner! Your phone won a free $1,000 Walmart Gift Card. Reply YES to claim or visit https://billing-resolution-portal.site",1,Lottery & Prize Scam,synthetic_scam
Your verification code for Slack is 902163. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Smith on Wednesday at 10:00 AM.,0,Legitimate Message,synthetic_ham
Congratulations! You won $500 in Tech Promo Draw. Claim your prize at http://auth-kyc-desk.online/update,1,Lottery & Prize Scam,synthetic_scam
Simple online job: Watch videos and earn $500 daily. Register here: http://tinyurl.com/fast-payout-2026,1,Job & Task Scam,synthetic_scam
SBI: Unauthorized transfer of $500 to unknown account. Cancel now: https://billing-resolution-portal.site,1,Banking / KYC Fraud,synthetic_scam
Your monthly electric bill of $175.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
"Dear customer, your PAN card is not linked to Barclays. Update immediately: http://secure-verify-account.xyz/login",1,Banking / KYC Fraud,synthetic_scam
Tracking Alert: Package #405407 is on hold at customs. Clear payment: http://support-unlock-portal.net,1,Delivery & Package Scam,synthetic_scam
"Lucky Winner! Your phone won a free $1,000 Walmart Gift Card. Reply YES to claim or visit http://bit.ly/claim-reward-now",1,Lottery & Prize Scam,synthetic_scam
Your verification code for Google is 667866. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Your Wells Fargo account #523390 is restricted. Update KYC at http://support-unlock-portal.net within 24h.,1,Banking / KYC Fraud,synthetic_scam
"Hi Daniel, I left the laptop charger on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Your Bank of America account #178231 is restricted. Update KYC at http://bit.ly/claim-reward-now within 24h.,1,Banking / KYC Fraud,synthetic_scam
Urgent notice from Netflix support: Account will be closed in 12 hours. Tap http://bit.ly/claim-reward-now,1,Phishing & Account Security,synthetic_scam
"Google Security: Password reset requested. If this wasn't you, verify at http://bit.ly/claim-reward-now",1,Phishing & Account Security,synthetic_scam
Double your ETH deposit in 24 hours. Send 0.5 ETH to receive 1.0 ETH at http://tinyurl.com/fast-payout-2026,1,Crypto & Investment Fraud,synthetic_scam
"Hey Alex, are we still on for coffee at 12:30 PM?",0,Legitimate Message,synthetic_ham
Your Netflix subscription has expired. Update billing details at http://auth-kyc-desk.online/update to keep access.,1,Phishing & Account Security,synthetic_scam
IRS Warning: Legal warrant #148018 issued for your arrest. Call +1-800-555-0144 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
Your PayPal subscription has expired. Update billing details at http://secure-verify-account.xyz/login to keep access.,1,Phishing & Account Security,synthetic_scam
Your Google subscription has expired. Update billing details at http://tinyurl.com/fast-payout-2026 to keep access.,1,Phishing & Account Security,synthetic_scam
USPS Notice: Delivery rescheduled. View package status here: http://support-unlock-portal.net,1,Delivery & Package Scam,synthetic_scam
"ICICI: Unauthorized transfer of $50,000 to unknown account. Cancel now: https://billing-resolution-portal.site",1,Banking / KYC Fraud,synthetic_scam
Thanks for dining with Sweetgreen! Your receipt for $73.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Police Dept: Case filed against you for unpaid penalty of $50,000. Contact +91-9876543210.",1,Threat & Impersonation Scam,synthetic_scam
Your verification code for Slack is 488251. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Your order from Sephora has shipped! Estimated delivery: tomorrow. Track in app.,0,Legitimate Message,synthetic_ham
"Hey Alex, are we still on for lunch at 10:00 AM?",0,Legitimate Message,synthetic_ham
"Hi team, meeting notes from today's Mobile App Redesign sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
"Hi team, meeting notes from today's Mobile App Redesign sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
"Simple online job: Watch videos and earn $1,200 daily. Register here: http://auth-kyc-desk.online/update",1,Job & Task Scam,synthetic_scam
Can you send me the latest draft for the Mobile App Redesign presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Smith on Wednesday at 2:00 PM.,0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Garcia on Wednesday at 12:30 PM.,0,Legitimate Message,synthetic_ham
PayPal Alert: Login attempt from Beijing. Secure your account now at http://tinyurl.com/fast-payout-2026,1,Phishing & Account Security,synthetic_scam
Your order from Amazon has shipped! Estimated delivery: Tuesday. Track in app.,0,Legitimate Message,synthetic_ham
Simple online job: Watch videos and earn $250 daily. Register here: http://support-unlock-portal.net,1,Job & Task Scam,synthetic_scam
"Hi Michael, I left the laptop charger on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Your verification code for Netflix is 282285. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
"Hi Alex, I left the book on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Police Dept: Case filed against you for unpaid penalty of $1.5. Contact +1-800-555-0144.,1,Threat & Impersonation Scam,synthetic_scam
Hey! Are we still meeting for lunch at 12:30 PM at the Italian bistro near downtown?,0,Legitimate Message,curated_ham
Royal Mail: Your package is held at regional sorting center due to unpaid tax. Settle payment here: http://royalmail-fee-pay.xyz,1,Delivery & Package Scam,curated_scam
Canada Post Notice: Delivery rescheduled. View package status here: http://tinyurl.com/fast-payout-2026,1,Delivery & Package Scam,synthetic_scam
Can you send me the latest draft for the Backend Refactoring presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Double your USDT deposit in 24 hours. Send 0.5 USDT to receive 1.0 USDT at http://bit.ly/claim-reward-now,1,Crypto & Investment Fraud,synthetic_scam
Guaranteed daily profit of $500 with AI crypto trader. Sign up free: http://tracking-reschedule-post.top,1,Crypto & Investment Fraud,synthetic_scam
"Hi Daniel, I left the meeting notes on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Brown on Monday at 12:30 PM.,0,Legitimate Message,synthetic_ham
Congratulations! You won $250 in Global Lottery. Claim your prize at http://bit.ly/claim-reward-now,1,Lottery & Prize Scam,synthetic_scam
"Hey Alex, are we still on for dinner at 6:15 PM?",0,Legitimate Message,synthetic_ham
Your verification code for Netflix is 971976. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
DHL: Your package delivery failed. Confirm address & pay $250 fee at http://bit.ly/claim-reward-now,1,Delivery & Package Scam,synthetic_scam
"Chase Bank: Suspicious charge of $1,420.90 detected at Apple Store. If not you, reply NO or visit https://chase-fraud-prevention.top to dispute.",1,Banking / KYC Fraud,curated_scam
Microsoft Alert: Login attempt from Lagos. Secure your account now at https://billing-resolution-portal.site,1,Phishing & Account Security,synthetic_scam
Can you send me the latest draft for the Security Audit presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Your order from Nike has shipped! Estimated delivery: Monday. Track in app.,0,Legitimate Message,synthetic_ham
Your order from Target has shipped! Estimated delivery: Friday. Track in app.,0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Smith on Thursday at 12:30 PM.,0,Legitimate Message,synthetic_ham
"Hi Sarah, I left the project report on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
USPS Notice: Delivery rescheduled. View package status here: http://secure-verify-account.xyz/login,1,Delivery & Package Scam,synthetic_scam
"Capital One: Unauthorized transfer of $1,200 to unknown account. Cancel now: http://tracking-reschedule-post.top",1,Banking / KYC Fraud,synthetic_scam
Can you send me the latest draft for the Backend Refactoring presentation before 3 PM?,0,Legitimate Message,synthetic_ham
"DHL: Your package delivery failed. Confirm address & pay $50,000 fee at http://support-unlock-portal.net",1,Delivery & Package Scam,synthetic_scam
"Hi Daniel, I left the office keys on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Urgent notice from Facebook support: Account will be closed in 12 hours. Tap http://tracking-reschedule-post.top,1,Phishing & Account Security,synthetic_scam
"Alert: Your account has been credited with $5,000.00. To release the pending funds, submit your verification fee of $50 at http://quick-payout.biz",1,Banking / KYC Fraud,curated_scam
IRS Warning: Legal warrant #353581 issued for your arrest. Call +44-20-7946-0912 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
"Hey Sarah, are we still on for coffee at 2:00 PM?",0,Legitimate Message,synthetic_ham
Double your BTC deposit in 24 hours. Send 0.5 BTC to receive 1.0 BTC at http://tinyurl.com/fast-payout-2026,1,Crypto & Investment Fraud,synthetic_scam
"Congratulations! You won $1,200 in Mega Cash Giveaway. Claim your prize at http://auth-kyc-desk.online/update",1,Lottery & Prize Scam,synthetic_scam
"Hi Michael, I left the book on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Your monthly electric bill of $128.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Smith on Wednesday at 7:30 PM.,0,Legitimate Message,synthetic_ham
Thanks for dining with Subway! Your receipt for $119.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Police Dept: Case filed against you for unpaid penalty of $10,000. Contact +1-888-555-0199.",1,Threat & Impersonation Scam,synthetic_scam
Urgent notice from Google support: Account will be closed in 12 hours. Tap https://billing-resolution-portal.site,1,Phishing & Account Security,synthetic_scam
Hiring now: Part time remote assistant. Earn $500/day working from home. WhatsApp: +91-9876543210,1,Job & Task Scam,synthetic_scam
"Police Dept: Case filed against you for unpaid penalty of $2,500. Contact +1-888-555-0199.",1,Threat & Impersonation Scam,synthetic_scam
Your order from Apple Store has shipped! Estimated delivery: Monday. Track in app.,0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Williams on Tuesday at 10:00 AM.,0,Legitimate Message,synthetic_ham
"Instagram Security: Password reset requested. If this wasn't you, verify at https://billing-resolution-portal.site",1,Phishing & Account Security,synthetic_scam
"Police Dept: Case filed against you for unpaid penalty of $1,200. Contact +1-888-555-0199.",1,Threat & Impersonation Scam,synthetic_scam
Amazon Alert: Login attempt from Lagos. Secure your account now at http://auth-kyc-desk.online/update,1,Phishing & Account Security,synthetic_scam
Tracking Alert: Package #621116 is on hold at customs. Clear payment: http://auth-kyc-desk.online/update,1,Delivery & Package Scam,synthetic_scam
"Amazon Support: Your order #902-1823901 for MacBook Pro ($2,199.00) is confirmed. If you didn't place this order, call +1-888-293-1102 to cancel immediately.",1,Phishing & Account Security,curated_scam
"Hi David, I left the laptop charger on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Your order from Target has shipped! Estimated delivery: Tuesday. Track in app.,0,Legitimate Message,synthetic_ham
"Police Dept: Case filed against you for unpaid penalty of $10,000. Contact +1-917-555-0182.",1,Threat & Impersonation Scam,synthetic_scam
"You have unclaimed rewards of $10,000. Withdraw to your account at http://secure-verify-account.xyz/login",1,Lottery & Prize Scam,synthetic_scam
Reminder: Doctor appointment with Dr. Brown on Friday at 2:00 PM.,0,Legitimate Message,synthetic_ham
Your order from Apple Store has shipped! Estimated delivery: tomorrow. Track in app.,0,Legitimate Message,synthetic_ham
Can you send me the latest draft for the Q3 Marketing Plan presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Your verification code for Google is 640826. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
"Hi team, meeting notes from today's Q3 Marketing Plan sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
IRS Warning: Legal warrant #456558 issued for your arrest. Call +1-888-555-0199 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
"Simple online job: Watch videos and earn $2,500 daily. Register here: http://support-unlock-portal.net",1,Job & Task Scam,synthetic_scam
"Hi Emma, I left the meeting notes on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Smith on Monday at 2:00 PM.,0,Legitimate Message,synthetic_ham
Instagram Alert: Login attempt from London. Secure your account now at http://secure-verify-account.xyz/login,1,Phishing & Account Security,synthetic_scam
Thanks for dining with Panera Bread! Your receipt for $128.50 has been emailed.,0,Legitimate Message,synthetic_ham
"Hi James, I left the office keys on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
Kraken: Pending withdrawal of 1.5 Bitcoin. Confirm or cancel at http://tracking-reschedule-post.top,1,Crypto & Investment Fraud,synthetic_scam
Your order from Apple Store has shipped! Estimated delivery: Thursday. Track in app.,0,Legitimate Message,synthetic_ham
"Police Dept: Case filed against you for unpaid penalty of $1,200. Contact +44-20-7946-0912.",1,Threat & Impersonation Scam,synthetic_scam
UPS Notice: Delivery rescheduled. View package status here: https://billing-resolution-portal.site,1,Delivery & Package Scam,synthetic_scam
Your monthly electric bill of $14.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
"FedEx: Your package delivery failed. Confirm address & pay $50,000 fee at http://support-unlock-portal.net",1,Delivery & Package Scam,synthetic_scam
HDFC Bank Alert: Your netbanking will be suspended in 24 hours. Please update your PAN card details here: http://hdfc-security-update.online,1,Banking / KYC Fraud,curated_scam
Axis Bank Notice: Your savings account is restricted due to non-compliance. Complete biometric verification at http://axis-kyc-desk.site,1,Banking / KYC Fraud,curated_scam
Reminder: Doctor appointment with Dr. Garcia on Wednesday at 7:30 PM.,0,Legitimate Message,synthetic_ham
Police Dept: Case filed against you for unpaid penalty of $1.5. Contact +91-9876543210.,1,Threat & Impersonation Scam,synthetic_scam
Can you send me the latest draft for the Mobile App Redesign presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Simple online job: Watch videos and earn $500 daily. Register here: http://tinyurl.com/fast-payout-2026,1,Job & Task Scam,synthetic_scam
Simple online job: Watch videos and earn $1.5 daily. Register here: http://support-unlock-portal.net,1,Job & Task Scam,synthetic_scam
Your monthly electric bill of $43.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Your monthly electric bill of $134.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
"Simple online job: Watch videos and earn $10,000 daily. Register here: http://support-unlock-portal.net",1,Job & Task Scam,synthetic_scam
Can you send me the latest draft for the Mobile App Redesign presentation before 3 PM?,0,Legitimate Message,synthetic_ham
FedEx Notification: Tracking #FX-8893921 has a pending customs duty fee of $3.50. Pay online to release package: http://fedex-customs-clearance.top,1,Delivery & Package Scam,curated_scam
Thanks for dining with Chipotle! Your receipt for $120.50 has been emailed.,0,Legitimate Message,synthetic_ham
Double your BTC deposit in 24 hours. Send 0.5 BTC to receive 1.0 BTC at http://secure-verify-account.xyz/login,1,Crypto & Investment Fraud,synthetic_scam
Your verification code for LinkedIn is 893536. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Reminder: Doctor appointment with Dr. Smith on Monday at 6:15 PM.,0,Legitimate Message,synthetic_ham
"Congratulations! You won $50,000 in Global Lottery. Claim your prize at http://support-unlock-portal.net",1,Lottery & Prize Scam,synthetic_scam
Canada Post: Your package delivery failed. Confirm address & pay $250 fee at http://tracking-reschedule-post.top,1,Delivery & Package Scam,synthetic_scam
Your monthly electric bill of $138.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
IRS Warning: Legal warrant #109996 issued for your arrest. Call +44-20-7946-0912 immediately to settle.,1,Threat & Impersonation Scam,synthetic_scam
Police Dept: Case filed against you for unpaid penalty of $250. Contact +1-888-555-0199.,1,Threat & Impersonation Scam,synthetic_scam
Your order from Target has shipped! Estimated delivery: Thursday. Track in app.,0,Legitimate Message,synthetic_ham
Your monthly electric bill of $111.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Double your Solana deposit in 24 hours. Send 0.5 Solana to receive 1.0 Solana at http://tracking-reschedule-post.top,1,Crypto & Investment Fraud,synthetic_scam
Barclays: Unauthorized transfer of $1.5 to unknown account. Cancel now: http://bit.ly/claim-reward-now,1,Banking / KYC Fraud,synthetic_scam
"Join our VIP Telegram trading group! Make $5,000 daily with zero risk. Register now: http://vip-signals-trading.co",1,Crypto & Investment Fraud,curated_scam
Urgent notice from Instagram support: Account will be closed in 12 hours. Tap http://tinyurl.com/fast-payout-2026,1,Phishing & Account Security,synthetic_scam
Reminder: Doctor appointment with Dr. Garcia on Tuesday at 10:00 AM.,0,Legitimate Message,synthetic_ham
Your Chase credit card bill of $214.50 is due on Sept 5. Automatic payment is scheduled from your checking account.,0,Legitimate Message,curated_ham
"Hiring now: Part time remote assistant. Earn $2,500/day working from home. WhatsApp: +91-9876543210",1,Job & Task Scam,synthetic_scam
You have unclaimed rewards of $500. Withdraw to your account at http://auth-kyc-desk.online/update,1,Lottery & Prize Scam,synthetic_scam
"Hey Daniel, are we still on for our study session at 12:30 PM?",0,Legitimate Message,synthetic_ham
"Hey, did you get a chance to review the slides I sent yesterday? We have the client presentation tomorrow morning.",0,Legitimate Message,curated_ham
Your verification code for Google is 470253. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
UPS Notice: Delivery rescheduled. View package status here: https://billing-resolution-portal.site,1,Delivery & Package Scam,synthetic_scam
Police Dept: Case filed against you for unpaid penalty of $1.5. Contact +91-9876543210.,1,Threat & Impersonation Scam,synthetic_scam
Thanks for dining with Starbucks! Your receipt for $95.50 has been emailed.,0,Legitimate Message,synthetic_ham
Can you send me the latest draft for the Security Audit presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Can you send me the latest draft for the Q3 Marketing Plan presentation before 3 PM?,0,Legitimate Message,synthetic_ham
"KuCoin: Pending withdrawal of 1,200 BTC. Confirm or cancel at http://bit.ly/claim-reward-now",1,Crypto & Investment Fraud,synthetic_scam
"Guaranteed daily profit of $10,000 with AI crypto trader. Sign up free: http://secure-verify-account.xyz/login",1,Crypto & Investment Fraud,synthetic_scam
Your monthly electric bill of $90.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
"Hi Alex, I left the office keys on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
UPS: Your package delivery failed. Confirm address & pay $500 fee at https://billing-resolution-portal.site,1,Delivery & Package Scam,synthetic_scam
Your Bank of America account #470026 is restricted. Update KYC at http://support-unlock-portal.net within 24h.,1,Banking / KYC Fraud,synthetic_scam
Your monthly electric bill of $50.50 has been paid via automatic debit.,0,Legitimate Message,synthetic_ham
Can you send me the latest draft for the Mobile App Redesign presentation before 3 PM?,0,Legitimate Message,synthetic_ham
Your verification code for LinkedIn is 928812. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
Your order from Nike has shipped! Estimated delivery: Thursday. Track in app.,0,Legitimate Message,synthetic_ham
Your Amazon subscription has expired. Update billing details at http://support-unlock-portal.net to keep access.,1,Phishing & Account Security,synthetic_scam
Thanks for dining with Sweetgreen! Your receipt for $131.50 has been emailed.,0,Legitimate Message,synthetic_ham
Lucky Winner! Your phone won a free iPhone 16 Pro. Reply YES to claim or visit http://bit.ly/claim-reward-now,1,Lottery & Prize Scam,synthetic_scam
"Police Dept: Case filed against you for unpaid penalty of $1,200. Contact +91-9876543210.",1,Threat & Impersonation Scam,synthetic_scam
Police Dept: Case filed against you for unpaid penalty of $500. Contact +1-888-555-0199.,1,Threat & Impersonation Scam,synthetic_scam
"Hi team, meeting notes from today's Security Audit sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
Double your Solana deposit in 24 hours. Send 0.5 Solana to receive 1.0 Solana at http://auth-kyc-desk.online/update,1,Crypto & Investment Fraud,synthetic_scam
"Hey Emma, are we still on for our study session at 2:00 PM?",0,Legitimate Message,synthetic_ham
Your verification code for Slack is 133368. Valid for 5 minutes. Do not share with anyone.,0,Legitimate Message,synthetic_ham
"DHL: Your package delivery failed. Confirm address & pay $1,200 fee at http://support-unlock-portal.net",1,Delivery & Package Scam,synthetic_scam
"Lucky Winner! Your phone won a free $1,000 Walmart Gift Card. Reply YES to claim or visit http://tinyurl.com/fast-payout-2026",1,Lottery & Prize Scam,synthetic_scam
"Hi team, meeting notes from today's Security Audit sync are uploaded to Drive.",0,Legitimate Message,synthetic_ham
"Hi Daniel, I left the laptop charger on your desk. Let me know if you need anything else.",0,Legitimate Message,synthetic_ham
"You have unclaimed rewards of $2,500. Withdraw to your account at http://secure-verify-account.xyz/login",1,Lottery & Prize Scam,synthetic_scam
"Google Security: Password reset requested. If this wasn't you, verify at http://secure-verify-account.xyz/login",1,Phishing & Account Security,synthetic_scam
"Police Dept: Case filed against you for unpaid penalty of $50,000. Contact +91-9876543210.",1,Threat & Impersonation Scam,synthetic_scam
